front_1,back_1,front_2,back_2,front_3,back_3,front_4,back_4,front_5,back_5,front_6,back_6,front_7,back_7,front_8,back_8,front_9,back_9,front_10,back_10,front_11,back_11,front_12,back_12,front_13,back_13,front_14,back_14,front_15,back_15
0.01666633571983156,0.09948662988743529,0.001901313485551892,0.10174256034381579,0.024058941872491246,0.10304064260583123,0.02768329707818573,0.10366532427809849,0.04044996100963849,0.09599335781148843,0.036276096785520906,0.09706069153808383,0.03755223787599138,0.08497844132057342,0.05537109690613051,0.11656109652749924,0.08205257349900896,0.10752167242775967,0.1155206262347026,0.07784181992138883,0.10187364213544603,0.10187364213544603,0.07784181992138883,0.1155206262347026,0.10752167242775967,0.08205257349900896,0.11656109652749924,0.05537109690613051,0.08497844132057342,0.03755223787599138
0.11803189592090169,0.1516690796023905,0.09765038754067401,0.1467140378452365,0.11082961986589157,0.1439394987249356,0.09658540070226351,0.15721755691698847,0.08904526194435602,0.155415290618788,0.09128452184797742,0.1594207034878996,0.06795400475581803,0.14334764659776145,0.0839718881320517,0.16009758699075727,0.11556958672437045,0.14184360561301257,0.14138781723642535,0.12169916369004707,0.14196206061256778,0.13621838493765503,0.12428258742860931,0.15720231402443763,0.12713389670694952,0.12583345884963415,0.14906865395051594,0.10044611013132076,0.14363382310355366,0.06688420741242873
0.1501241786083376,0.14556364531549804,0.09601040161794261,0.13508650688136448,0.09064507793856302,0.12843701156839127,0.07745880229407298,0.1467244151686833,0.08882437949537292,0.13429429645462987,0.09820910442343411,0.12715782890937488,0.09046961024349809,0.12083277659128977,0.12154191801545777,0.12169104052387691,0.13225911872487295,0.12865142717445832,0.1684326794878821,0.13889828793255732,0.1509892510944546,0.15304452314365835,0.12320937703848078,0.14790225313425065,0.11463813558241265,0.13695531517236814,0.1369682963862191,0.10793504501592377,0.11909492758802243,0.0925210560167049
0.16595829334392964,0.2564801280058424,0.15001865230902944,0.263504985328316,0.1573742138559524,0.2345039554998063,0.16203175521318514,0.23652550791271154,0.17571623730779606,0.2353012521137765,0.1866570044357332,0.24319850986430502,0.17669249553577826,0.21930353753521015,0.20132937431946707,0.2389129589156369,0.22969610460629597,0.23491853416460717,0.2556116673518831,0.22605907718899498,0.24201122782647033,0.2302666768176398,0.22518685253443538,0.23466479200010393,0.2290796067337808,0.2119692544166858,0.25207460915257096,0.19941842461984494,0.22978760050766045,0.17823128003868782
0.27155673715834494,0.15708933050981555,0.22961516660138193,0.1492915686188947,0.2421825230287653,0.11812046238617135,0.24265802746191567,0.16753675709677918,0.26158452541579,0.16373556515306897,0.26118483838506545,0.16817218054184213,0.24747163293714514,0.17470232242444572,0.2552930141361789,0.2140584766933995,0.2653830441360294,0.22411683164875784,0.27304696327047107,0.22373430754514367,0.22498122007448162,0.21458709853807845,0.20182804987504777,0.24132942012650638,0.2296634099822472,0.2556984088081773,0.23186246619620166,0.24822858682832827,0.19682891572397576,0.2355046354245356
0.17459512331447424,0.1758539939557091,0.15743503309293616,0.15799098889349406,0.16575802633105763,0.12575029717386377,0.16823346593358046,0.1755086214486976,0.19016075826090195,0.17138886077879056,0.19324508206323188,0.17585552043478136,0.2391917947446398,0.1819900711031699,0.25029383999688015,0.22158335821597253,0.26552106545172727,0.23292141057080995,0.2686559177568444,0.23040936730232553,0.23425490163265583,0.2222681779500404,0.2041503863320926,0.24872289478547827,0.2378945195866593,0.25594943690678407,0.24026480820144425,0.24540361506311625,0.20216989555398412,0.22563527719868182
0.1607761806528487,0.2130194807383714,0.1402245088665166,0.22937033086704584,0.18001626978441143,0.16818841531967754,0.17268800186894873,0.19536308896474663,0.18595244279573464,0.1875159074706747,0.1957655399762932,0.21815318371339765,0.22567676428578887,0.20699675096268777,0.22695184348661046,0.2865917749418694,0.24549481408145346,0.2632965840293886,0.26821113075218106,0.24894723340803693,0.24859964423270964,0.23647360859304412,0.22998710343673223,0.24828509623959016,0.2683922142762667,0.2360746518727861,0.3062673867072405,0.22215291518223612,0.2276035082803678,0.21226809854802275
0.20361438074330684,0.26116495515336724,0.1924213994445323,0.27101774282412183,0.1950727044608329,0.22304225438919878,0.1933236188850096,0.2560951384731045,0.19760982092324508,0.2311164699671322,0.20183792139305656,0.26363260753719087,0.26682313576376715,0.2786785820833628,0.265855196486116,0.3468677227287136,0.31249783708469714,0.3337417922917365,0.355840181305086,0.3571042600897092,0.3290353445286982,0.3278914029847577,0.3205976628680003,0.3444900475197781,0.35132089987196724,0.3079078617009643,0.374103011278516,0.2659119910872185,0.2883578763632988,0.2565284522660909
0.24127010042398056,0.35804130534019607,0.2258784861541583,0.36534429016467196,0.22900788772027392,0.29008670046521146,0.21852626048134938,0.32774644398678743,0.24179531743735416,0.3021322835305815,0.27000684351115023,0.34351485017560357,0.34755333303316416,0.3387648382761981,0.34180622389181425,0.4081400802306725,0.3937178595498023,0.3874971225900976,0.4260454563411262,0.38327760268433697,0.3832357447281429,0.3740298808094791,0.3778169541555989,0.4113385915937111,0.39327834678479934,0.37526278858444595,0.4452269751396032,0.33745265882326736,0.35840444520774417,0.31712721918697895
0.3535477133412066,0.37600756245764666,0.35444470532208094,0.3543713382994711,0.36109691594558835,0.30938710129547475,0.33371477690303997,0.3401847620288363,0.32044167192543016,0.3235576694470612,0.33926452266893725,0.3387439776296417,0.432608573288074,0.3484279669876127,0.44271602899629303,0.4473697360321316,0.48161322018790775,0.40885118100981876,0.508079092873404,0.4261565707536781,0.4775302347132755,0.4387336923524363,0.4299170646006414,0.4687987713062465,0.4466957033112344,0.4648861155080817,0.45717520544941737,0.41382256701896325,0.36751755477247006,0.4240657107670176
