Date,SPY,EFA,EEM,AGG,LQD,IEF,SHY
2020-09-17,335.839996337891,65.6600036621094,44.8699989318848,118.360000610352,135.979995727539,121.809997558594,86.4800033569336
2020-09-18,330.649993896484,65.129997253418,44.5200004577637,118.220001220703,135.729995727539,121.699996948242,86.4899978637695
2020-09-21,326.970001220703,63.4799995422363,44.1100006103516,118.23999786377,135.600006103516,121.919998168945,86.4800033569336
2020-09-22,330.299987792969,63.4599990844727,43.7799987792969,118.330001831055,135.679992675781,121.919998168945,86.5
2020-09-23,322.640014648438,62.9300003051758,43.0999984741211,118.080001831055,134.699996948242,121.919998168945,86.5
2020-09-24,323.5,62.8699989318848,42.9000015258789,118.089996337891,134.360000610352,121.980003356934,86.4899978637695
2020-09-25,328.730010986328,63.0800018310547,42.939998626709,118.129997253418,134.220001220703,122.080001831055,86.5
2020-09-28,334.190002441406,64.0299987792969,43.4199981689453,118.230003356934,134.899993896484,122.059997558594,86.5100021362305
2020-09-29,332.369995117188,63.9599990844727,43.3899993896484,118.25,134.729995727539,122.150001525879,86.5
2020-09-30,334.890014648438,63.6500015258789,44.0900001525879,118.059997558594,134.710006713867,121.819999694824,86.5100021362305
2020-10-01,337.040008544922,64.0199966430664,44.5,118.019996643066,134.789993286133,121.809997558594,86.4499969482422
2020-10-02,333.839996337891,63.8899993896484,43.9900016784668,117.900001525879,134.809997558594,121.690002441406,86.4599990844727
2020-10-05,339.760009765625,64.8600006103516,44.5800018310547,117.519996643066,134.360000610352,120.919998168945,86.4300003051758
2020-10-06,334.929992675781,64.1699981689453,44.6599998474121,117.620002746582,134.25,121.199996948242,86.4300003051758
2020-10-07,340.760009765625,64.7200012207031,45.1500015258789,117.540000915527,134.289993286133,120.849998474121,86.4199981689453
2020-10-08,343.779998779297,65.1699981689453,45.5200004577637,117.690002441406,134.619995117188,121.069999694824,86.4199981689453
2020-10-09,346.850006103516,65.6800003051758,45.8300018310547,117.720001220703,134.929992675781,121.01000213623,86.4199981689453
2020-10-12,352.429992675781,66.0599975585938,46.2299995422363,117.949996948242,135.710006713867,121.139999389648,86.4400024414062
2020-10-13,350.130004882812,65.3199996948242,46.0400009155273,117.980003356934,135.580001831055,121.410003662109,86.4300003051758
2020-10-14,347.929992675781,65.2099990844727,45.7299995422363,118.050003051758,135.710006713867,121.449996948242,86.4300003051758
2020-10-15,347.5,64.4400024414062,45.4000015258789,117.949996948242,135.570007324219,121.319999694824,86.4499969482422
2020-10-16,347.290008544922,64.7399978637695,45.560001373291,117.889999389648,135.339996337891,121.25,86.4400024414062
2020-10-19,342.010009765625,64.5,45.4300003051758,117.75,135.080001831055,121.050003051758,86.4400024414062
2020-10-20,343.380004882812,64.8199996948242,45.9300003051758,117.650001525879,134.800003051758,120.790000915527,86.4300003051758
2020-10-21,342.730010986328,64.5100021362305,46.060001373291,117.51000213623,134.580001831055,120.629997253418,86.4300003051758
2020-10-22,344.609985351562,64.5599975585938,46.0499992370605,117.300003051758,134.279998779297,120.209999084473,86.4000015258789
2020-10-23,345.779998779297,64.9800033569336,46.3199996948242,117.470001220703,134.619995117188,120.379997253418,86.4100036621094
2020-10-26,339.390014648438,63.810001373291,45.7200012207031,117.629997253418,134.899993896484,120.699996948242,86.4199981689453
2020-10-27,338.220001220703,63.310001373291,45.9199981689453,117.900001525879,135.449996948242,120.970001220703,86.4199981689453
2020-10-28,326.660003662109,61.4199981689453,44.7700004577637,117.730003356934,134.779998779297,120.959999084473,86.4199981689453
2020-10-29,329.980010986328,61.7099990844727,45.2200012207031,117.519996643066,134.429992675781,120.449996948242,86.4400024414062
2020-10-30,326.540008544922,61.3899993896484,44.7099990844727,117.199996948242,133.729995727539,120.059997558594,86.4300003051758
2020-11-02,330.200012207031,62.189998626709,45.2799987792969,117.220001220703,133.970001220703,120.190002441406,86.3899993896484
2020-11-03,336.029998779297,63.8199996948242,45.4799995422363,117.169998168945,134.100006103516,119.919998168945,86.370002746582
2020-11-04,343.540008544922,64.5199966430664,46.9099998474121,117.949996948242,136.110000610352,120.930000305176,86.3899993896484
2020-11-05,350.239990234375,66.0699996948242,47.7099990844727,118.059997558594,136.619995117188,120.910003662109,86.370002746582
2020-11-06,350.160003662109,66.2099990844727,47.9300003051758,117.800003051758,136.190002441406,120.5,86.379997253418
2020-11-09,354.559997558594,68.1399993896484,48.2599983215332,117.25,135.160003662109,119.610000610352,86.3499984741211
2020-11-10,354.040008544922,68.75,47.7099990844727,117.059997558594,134.809997558594,119.269996643066,86.3399963378906
2020-11-11,356.670013427734,69.3300018310547,48.0200004577637,117.129997253418,135.059997558594,119.459999084473,86.3199996948242
2020-11-12,353.209991455078,68.3199996948242,47.6599998474121,117.620002746582,135.600006103516,120.139999389648,86.3300018310547
2020-11-13,358.100006103516,69.370002746582,48.3300018310547,117.639999389648,135.759994506836,119.980003356934,86.3300018310547
2020-11-16,362.570007324219,70.0899963378906,48.9300003051758,117.629997253418,136.199996948242,119.889999389648,86.3499984741211
2020-11-17,360.619995117188,70.0199966430664,48.8800010681152,117.870002746582,136.639999389648,120.199996948242,86.3399963378906
2020-11-18,356.279998779297,69.6500015258789,48.7099990844727,117.949996948242,136.929992675781,120.160003662109,86.3399963378906
2020-11-19,357.779998779297,70.1399993896484,48.7900009155273,118.169998168945,137.690002441406,120.290000915527,86.3600006103516
2020-11-20,355.329986572266,70.3499984741211,49.060001373291,118.290000915527,137.570007324219,120.5,86.370002746582
2020-11-23,357.459991455078,70.2600021362305,49.189998626709,118.26000213623,137.740005493164,120.26000213623,86.370002746582
2020-11-24,363.220001220703,71.3099975585938,49.8499984741211,118.099998474121,137.429992675781,120.069999694824,86.379997253418
2020-11-25,362.660003662109,71.2200012207031,49.5699996948242,118.059997558594,137.509994506836,120.110000610352,86.3899993896484
2020-11-27,363.670013427734,71.7099990844727,50.0400009155273,118.26000213623,138,120.470001220703,86.3899993896484
2020-11-30,362.059997558594,70.1500015258789,48.7299995422363,118.419998168945,138.479995727539,120.389999389648,86.4100036621094
2020-12-01,366.019989013672,71.8000030517578,49.689998626709,117.839996337891,137.679992675781,119.669998168945,86.3300018310547
2020-12-02,366.790008544922,71.8099975585938,49.7599983215332,117.709999084473,137.220001220703,119.470001220703,86.3499984741211
2020-12-03,366.690002441406,71.9300003051758,50.3300018310547,117.910003662109,137.759994506836,119.790000915527,86.370002746582
2020-12-04,369.850006103516,72.5400009155273,50.8499984741211,117.589996337891,137,119.319999694824,86.3600006103516
2020-12-07,369.089996337891,71.9499969482422,50.8499984741211,117.769996643066,137.119995117188,119.690002441406,86.379997253418
2020-12-08,370.170013427734,72.1999969482422,50.8699989318848,117.779998779297,136.960006713867,119.809997558594,86.3600006103516
2020-12-09,366.850006103516,72.3000030517578,50.4300003051758,117.610000610352,136.460006713867,119.639999389648,86.3499984741211
2020-12-10,366.730010986328,72.4000015258789,51.0800018310547,117.900001525879,137.139999389648,119.910003662109,86.370002746582
2020-12-11,366.299987792969,72.1800003051758,50.7200012207031,118.029998779297,137.279998779297,120.150001525879,86.4199981689453
2020-12-14,364.660003662109,71.5299987792969,49.939998626709,117.959999084473,137.179992675781,120.080001831055,86.4100036621094
2020-12-15,369.589996337891,72.2600021362305,50.4799995422363,118.029998779297,137.449996948242,119.959999084473,86.4100036621094
2020-12-16,370.170013427734,72.5400009155273,50.7200012207031,117.980003356934,137.339996337891,119.860000610352,86.4100036621094
2020-12-17,372.239990234375,73.0500030517578,51.0499992370605,117.849998474121,137.259994506836,119.699996948242,86.379997253418
2020-12-18,369.179992675781,72.6699981689453,50.9900016784668,117.790000915527,137.160003662109,119.599998474121,86.370002746582
2020-12-21,367.859985351562,71.7399978637695,50.2400016784668,117.790000915527,136.889999389648,119.680000305176,86.370002746582
2020-12-22,367.239990234375,71.5599975585938,49.8400001525879,117.959999084473,137.270004272461,119.879997253418,86.370002746582
2020-12-23,367.570007324219,72.3300018310547,50.3499984741211,117.879997253418,137.300003051758,119.629997253418,86.3899993896484
2020-12-24,369,72.3600006103516,50.1300010681152,117.98999786377,137.770004272461,119.800003051758,86.370002746582
2020-12-28,372.170013427734,72.9499969482422,50.2700004577637,118.01000213623,137.860000610352,119.809997558594,86.379997253418
2020-12-29,371.459991455078,73.4199981689453,51.0200004577637,118.029998779297,137.919998168945,119.790000915527,86.379997253418
2020-12-30,371.989990234375,73.5199966430664,51.7000007629395,118.099998474121,138.100006103516,119.870002746582,86.3899993896484
2020-12-31,373.880004882812,72.9599990844727,51.6699981689453,118.190002441406,138.130004882812,119.949996948242,86.379997253418
2021-01-04,368.790008544922,73.3399963378906,52,118.040000915527,137.429992675781,119.980003356934,86.3899993896484
2021-01-05,371.329986572266,74.0999984741211,53.25,117.919998168945,136.990005493164,119.699996948242,86.3899993896484
2021-01-06,373.549987792969,74.9499969482422,52.7999992370605,117.339996337891,135.880004882812,119,86.3399963378906
2021-01-07,379.100006103516,75.0299987792969,53.2999992370605,117.220001220703,135.860000610352,118.580001831055,86.3600006103516
2021-01-08,381.260009765625,75.7300033569336,54.7099990844727,117.080001831055,135.759994506836,118.23999786377,86.3499984741211
2021-01-11,378.690002441406,74.7399978637695,53.9700012207031,116.889999389648,135.179992675781,118.01000213623,86.3399963378906
2021-01-12,378.769989013672,75.0800018310547,54.5,116.98999786377,135.470001220703,117.98999786377,86.3399963378906
2021-01-13,379.790008544922,74.9800033569336,54.6199989318848,117.360000610352,136.520004272461,118.400001525879,86.3300018310547
2021-01-14,378.459991455078,75.5800018310547,55.1300010681152,117.129997253418,135.929992675781,118.129997253418,86.3399963378906
2021-01-15,375.700012207031,74.4000015258789,54.3499984741211,117.25,136.139999389648,118.449996948242,86.3499984741211
2021-01-19,378.649993896484,74.9400024414062,55.25,117.410003662109,136.380004882812,118.519996643066,86.379997253418
2021-01-20,383.890014648438,75.4499969482422,56.2200012207031,117.419998168945,136.339996337891,118.569999694824,86.370002746582
2021-01-21,384.239990234375,75.5100021362305,56.3199996948242,117.25,135.800003051758,118.400001525879,86.379997253418
2021-01-22,382.880004882812,75.1500015258789,55.8300018310547,117.25,135.699996948242,118.580001831055,86.379997253418
2021-01-25,384.390014648438,75.0599975585938,56.25,117.550003051758,136.279998779297,119.059997558594,86.3899993896484
2021-01-26,383.790008544922,75.1699981689453,55.8400001525879,117.51000213623,136.270004272461,119.019996643066,86.379997253418
2021-01-27,374.410003662109,73.4499969482422,54.2900009155273,117.519996643066,136.029998779297,119.160003662109,86.379997253418
2021-01-28,377.630004882812,73.9199981689453,54.6699981689453,117.440002441406,135.809997558594,118.849998474121,86.370002746582
2021-01-29,370.070007324219,72.3899993896484,53.310001373291,117.309997558594,135.600006103516,118.639999389648,86.4000015258789
2021-02-01,376.230010986328,73.25,54.75,117.230003356934,135.600006103516,118.709999084473,86.379997253418
2021-02-02,381.549987792969,73.9899978637695,55.4599990844727,117.050003051758,135.240005493164,118.410003662109,86.3499984741211
2021-02-03,381.850006103516,74.1699981689453,55.7400016784668,116.910003662109,134.919998168945,118.120002746582,86.3600006103516
2021-02-04,386.190002441406,74.25,55.7599983215332,116.860000610352,135.149993896484,118.080001831055,86.3600006103516
2021-02-05,387.709991455078,74.7099990844727,56.2400016784668,116.709999084473,134.789993286133,117.830001831055,86.379997253418
2021-02-08,390.510009765625,75.2300033569336,56.3400001525879,116.830001831055,135.369995117188,117.879997253418,86.370002746582
2021-02-09,390.25,75.6399993896484,56.939998626709,116.879997253418,135.160003662109,117.970001220703,86.3499984741211
2021-02-10,390.079986572266,75.379997253418,57.1399993896484,116.98999786377,135.479995727539,118.269996643066,86.3600006103516
2021-02-11,390.709991455078,75.8899993896484,57.75,116.849998474121,135.119995117188,118.180000305176,86.3600006103516
2021-02-12,392.640014648438,76.3099975585938,57.7999992370605,116.580001831055,134.679992675781,117.790000915527,86.370002746582
2021-02-16,392.299987792969,76.8600006103516,57.939998626709,116.029998779297,133.729995727539,116.940002441406,86.3399963378906
2021-02-17,392.390014648438,76.4100036621094,57.9599990844727,116.26000213623,134.399993896484,117.019996643066,86.3600006103516
2021-02-18,390.720001220703,76.0299987792969,57.1599998474121,116.199996948242,134.139999389648,117.01000213623,86.3600006103516
2021-02-19,390.029998779297,76.25,57.5299987792969,115.839996337891,133.169998168945,116.540000915527,86.370002746582
2021-02-22,387.029998779297,76.0599975585938,55.8400001525879,115.480003356934,132.339996337891,116.349998474121,86.3499984741211
2021-02-23,387.5,76.129997253418,56.0900001525879,115.51000213623,132.440002441406,116.440002441406,86.3600006103516
2021-02-24,391.769989013672,76.370002746582,55.7299995422363,115.470001220703,132.639999389648,116.279998779297,86.3399963378906
2021-02-25,382.329986572266,75.0699996948242,54.4599990844727,114.410003662109,130.539993286133,114.730003356934,86.2099990844727
2021-02-26,380.359985351562,74.0100021362305,53.7299995422363,115.339996337891,132.270004272461,115.76000213623,86.3199996948242
2021-03-01,389.579986572266,75.4000015258789,55.1699981689453,115.089996337891,132.130004882812,115.559997558594,86.2900009155273
2021-03-02,386.540008544922,75.3199996948242,54.6300010681152,115.110000610352,131.979995727539,115.769996643066,86.3099975585938
2021-03-03,381.420013427734,74.8600006103516,54.5200004577637,114.690002441406,131,115.150001525879,86.2600021362305
2021-03-04,376.700012207031,74.1500015258789,53.25,114.360000610352,129.929992675781,114.580001831055,86.2600021362305
2021-03-05,383.630004882812,74.629997253418,53.8300018310547,114.279998779297,129.759994506836,114.419998168945,86.2600021362305
2021-03-08,381.720001220703,74.370002746582,52.3800010681152,113.830001831055,128.550003051758,113.970001220703,86.2300033569336
2021-03-09,387.170013427734,75.370002746582,53.5299987792969,114.26000213623,129.520004272461,114.51000213623,86.2300033569336
2021-03-10,389.579986572266,75.6900024414062,53.2900009155273,114.449996948242,130.130004882812,114.75,86.2600021362305
2021-03-11,393.529998779297,76.0899963378906,54.9700012207031,114.440002441406,130.210006713867,114.709999084473,86.2600021362305
2021-03-12,394.059997558594,76.2799987792969,53.9900016784668,113.790000915527,128.710006713867,113.879997253418,86.25
