Params,Name,Value1,Value2
"(30, 40, 80, 10)",back_10,7.1,0.12
"(30, 40, 80, 20)",front_11,7.09,0.12
"(30, 40, 80, 30)",front_10,7.44,0.12
"(30, 40, 80, 40)",front_10,9.47,0.13
"(30, 40, 80, 50)",front_10,7.93,0.12
"(30, 40, 80, 60)",front_13,7.94,0.12
"(30, 40, 80, 70)",back_8,7.72,0.12
"(30, 40, 80, 80)",back_3,7.54,0.12
"(30, 40, 80, 90)",back_9,7.48,0.12
"(30, 40, 80, 100)",front_10,7.61,0.12
"(30, 40, 90, 0)",back_2,5.69,0.1
"(30, 40, 90, 10)",front_10,6.93,0.11
"(30, 40, 90, 20)",back_10,7.41,0.12
"(30, 40, 90, 40)",front_10,8.33,0.12
"(30, 40, 90, 30)",front_11,7.18,0.12
"(30, 40, 90, 50)",front_10,7.93,0.12
"(30, 40, 90, 60)",front_10,7.27,0.12
"(30, 40, 90, 70)",back_8,7.47,0.12
"(30, 40, 90, 80)",back_8,7.46,0.12
"(30, 40, 90, 90)",back_9,7.65,0.12
"(30, 40, 90, 100)",back_9,7.64,0.12
"(30, 40, 100, 0)",back_9,5.92,0.11
"(30, 40, 100, 10)",front_10,7.41,0.12
"(30, 40, 100, 20)",front_11,7.85,0.12
"(30, 40, 100, 30)",front_11,7.59,0.12
"(30, 40, 100, 40)",front_10,7.66,0.12
"(30, 40, 100, 50)",front_10,8.21,0.12
"(30, 40, 100, 60)",back_6,6.92,0.12
"(30, 40, 100, 70)",back_8,7.3,0.12
"(30, 40, 100, 80)",back_8,7.35,0.12
"(30, 40, 100, 90)",back_9,7.68,0.12
"(30, 40, 100, 100)",back_9,7.4,0.12
"(30, 50, 0, 0)",back_4,8.8,0.12
"(30, 50, 0, 10)",back_3,9.42,0.13
"(30, 50, 0, 20)",back_5,10.01,0.13
"(30, 50, 0, 30)",back_5,8.99,0.13
"(30, 50, 0, 40)",back_5,10.13,0.13
"(30, 50, 0, 50)",back_5,9.4,0.13
"(30, 50, 0, 60)",back_5,9.42,0.13
"(30, 50, 0, 70)",back_5,8.05,0.12
"(30, 50, 0, 80)",front_9,7.83,0.12
"(30, 50, 0, 90)",front_9,8.17,0.12
"(30, 50, 0, 100)",front_9,8.88,0.13
"(30, 50, 10, 0)",back_3,8.81,0.13
"(30, 50, 10, 10)",back_3,8.15,0.12
"(30, 50, 10, 20)",back_5,8.24,0.12
"(30, 50, 10, 30)",back_5,8.99,0.13
"(30, 50, 10, 40)",back_5,9.1,0.13
"(30, 50, 10, 50)",back_5,9.86,0.13
"(30, 50, 10, 60)",back_15,9.25,0.13
"(30, 50, 10, 70)",front_7,10.28,0.13
"(30, 50, 10, 80)",back_15,9.98,0.13
"(30, 50, 10, 90)",back_15,9.23,0.13
"(30, 50, 10, 100)",back_15,8.19,0.12
"(30, 50, 20, 0)",back_3,6.54,0.11
"(30, 50, 20, 10)",back_3,7.28,0.12
"(30, 50, 20, 20)",back_5,9.16,0.13
"(30, 50, 20, 30)",back_3,8.75,0.13
"(30, 50, 20, 40)",front_7,7.32,0.12
"(30, 50, 20, 50)",back_3,8.47,0.13
"(30, 50, 20, 60)",front_7,8.77,0.13
"(30, 50, 20, 70)",front_7,9.85,0.13
"(30, 50, 20, 80)",back_15,10.65,0.14
"(30, 50, 20, 100)",back_15,10.06,0.13
"(30, 50, 20, 90)",back_15,10.84,0.14
"(30, 50, 30, 0)",back_3,7.21,0.12
"(30, 50, 30, 10)",back_3,7.28,0.12
"(30, 50, 30, 20)",back_2,8.16,0.12
"(30, 50, 30, 40)",back_3,8.49,0.12
"(30, 50, 30, 30)",back_3,7.71,0.12
"(30, 50, 30, 60)",back_3,8.77,0.13
"(30, 50, 30, 50)",back_3,8.56,0.13
"(30, 50, 30, 70)",front_7,9.18,0.13
"(30, 50, 30, 80)",back_15,9.29,0.13
"(30, 50, 30, 90)",back_15,9.79,0.13
"(30, 50, 30, 100)",back_15,10.1,0.13
"(30, 50, 40, 0)",back_8,6.63,0.12
"(30, 50, 40, 10)",back_3,9.16,0.13
"(30, 50, 40, 20)",back_6,7.93,0.12
"(30, 50, 40, 30)",back_8,7.79,0.12
"(30, 50, 40, 40)",front_10,8.15,0.12
"(30, 50, 40, 50)",back_3,8.45,0.12
"(30, 50, 40, 60)",back_3,8.35,0.12
"(30, 50, 40, 70)",back_3,8.43,0.12
"(30, 50, 40, 80)",back_15,8.36,0.12
"(30, 50, 40, 90)",back_15,9.12,0.13
"(30, 50, 40, 100)",back_15,9.0,0.13
"(30, 50, 50, 0)",back_8,6.67,0.12
"(30, 50, 50, 10)",back_3,8.99,0.13
"(30, 50, 50, 20)",back_3,8.84,0.13
"(30, 50, 50, 30)",back_8,8.6,0.13
"(30, 50, 50, 40)",back_8,7.57,0.12
"(30, 50, 50, 50)",front_10,8.68,0.13
"(30, 50, 50, 60)",front_10,8.29,0.12
"(30, 50, 50, 70)",back_15,8.75,0.13
"(30, 50, 50, 80)",back_15,8.07,0.12
"(30, 50, 50, 90)",back_15,8.99,0.13
"(30, 50, 50, 100)",back_15,8.77,0.13
"(30, 50, 60, 0)",back_8,6.95,0.12
"(30, 50, 60, 20)",back_6,8.13,0.12
"(30, 50, 60, 10)",back_3,8.77,0.13
"(30, 50, 60, 30)",back_8,8.35,0.13
"(30, 50, 60, 40)",front_7,7.61,0.12
"(30, 50, 60, 50)",front_10,7.81,0.12
"(30, 50, 60, 60)",front_10,7.69,0.12
"(30, 50, 60, 70)",back_3,8.12,0.12
"(30, 50, 60, 80)",back_15,8.15,0.12
"(30, 50, 60, 90)",front_9,7.62,0.12
"(30, 50, 60, 100)",front_2,8.32,0.12
"(30, 50, 70, 0)",back_2,6.77,0.11
"(30, 50, 70, 10)",back_10,8.06,0.12
"(30, 50, 70, 20)",back_10,8.05,0.13
"(30, 50, 70, 30)",back_6,8.95,0.13
"(30, 50, 70, 40)",front_11,7.8,0.12
"(30, 50, 70, 50)",back_8,8.34,0.13
"(30, 50, 70, 60)",back_3,8.01,0.12
"(30, 50, 70, 70)",back_6,7.89,0.12
"(30, 50, 70, 80)",back_9,7.4,0.12
"(30, 50, 70, 90)",front_4,7.23,0.12
"(30, 50, 70, 100)",back_9,7.38,0.12
"(30, 50, 80, 10)",back_10,7.83,0.12
"(30, 50, 80, 0)",back_2,6.25,0.11
"(30, 50, 80, 20)",front_11,8.28,0.13
"(30, 50, 80, 30)",front_11,8.62,0.13
"(30, 50, 80, 40)",back_8,7.89,0.12
"(30, 50, 80, 50)",front_10,7.98,0.12
"(30, 50, 80, 60)",back_8,7.32,0.12
"(30, 50, 80, 70)",back_3,7.89,0.12
"(30, 50, 80, 80)",back_9,7.51,0.12
"(30, 50, 80, 90)",back_9,7.42,0.12
"(30, 50, 80, 100)",back_9,7.38,0.12
"(30, 50, 90, 0)",back_2,6.0,0.11
"(30, 50, 90, 10)",back_10,6.43,0.11
"(30, 50, 90, 20)",front_11,8.32,0.13
"(30, 50, 90, 30)",front_11,8.43,0.13
"(30, 50, 90, 40)",front_10,8.22,0.12
"(30, 50, 90, 50)",front_10,8.5,0.13
"(30, 50, 90, 60)",back_8,7.69,0.12
"(30, 50, 90, 70)",front_13,7.46,0.12
"(30, 50, 90, 80)",back_3,7.9,0.12
"(30, 50, 90, 90)",back_3,8.27,0.13
"(30, 50, 90, 100)",back_9,7.2,0.12
"(30, 50, 100, 0)",front_12,5.99,0.11
"(30, 50, 100, 10)",front_10,6.83,0.11
"(30, 50, 100, 20)",front_11,8.06,0.12
"(30, 50, 100, 30)",front_11,7.78,0.12
"(30, 50, 100, 40)",front_10,8.09,0.12
"(30, 50, 100, 50)",front_10,8.23,0.12
"(30, 50, 100, 60)",front_10,7.93,0.12
"(30, 50, 100, 70)",front_13,7.24,0.12
"(30, 50, 100, 80)",back_8,7.48,0.12
"(30, 50, 100, 90)",back_3,7.93,0.12
"(30, 50, 100, 100)",back_3,7.31,0.12
"(30, 60, 0, 0)",back_3,7.79,0.12
"(30, 60, 0, 10)",back_5,7.99,0.12
"(30, 60, 0, 20)",back_5,8.55,0.13
"(30, 60, 0, 30)",back_5,9.9,0.13
"(30, 60, 0, 40)",back_5,9.71,0.13
"(30, 60, 0, 50)",back_5,11.84,0.14
"(30, 60, 0, 60)",back_5,10.35,0.14
"(30, 60, 0, 70)",back_5,8.83,0.13
"(30, 60, 0, 90)",front_9,8.36,0.13
"(30, 60, 0, 80)",front_9,8.36,0.13
"(30, 60, 0, 100)",front_9,8.36,0.13
"(30, 60, 10, 0)",back_4,7.56,0.12
"(30, 60, 10, 10)",back_1,10.02,0.13
"(30, 60, 10, 20)",back_5,9.4,0.13
"(30, 60, 10, 30)",back_5,9.52,0.13
"(30, 60, 10, 40)",back_5,9.69,0.13
"(30, 60, 10, 50)",back_5,10.23,0.13
"(30, 60, 10, 60)",back_5,10.35,0.13
"(30, 60, 10, 70)",back_5,9.7,0.13
"(30, 60, 10, 80)",front_7,10.16,0.13
"(30, 60, 10, 90)",front_7,9.9,0.13
"(30, 60, 10, 100)",back_15,9.32,0.13
"(30, 60, 20, 10)",back_3,6.88,0.11
"(30, 60, 20, 0)",back_8,7.64,0.12
"(30, 60, 20, 20)",back_5,8.71,0.13
"(30, 60, 20, 30)",back_3,9.46,0.13
"(30, 60, 20, 40)",back_3,8.39,0.12
"(30, 60, 20, 50)",back_3,9.01,0.13
"(30, 60, 20, 60)",back_3,9.03,0.13
"(30, 60, 20, 70)",front_7,8.62,0.13
"(30, 60, 20, 80)",front_7,9.87,0.13
"(30, 60, 20, 90)",back_15,10.65,0.14
"(30, 60, 20, 100)",back_15,10.42,0.14
"(30, 60, 30, 10)",front_13,7.57,0.12
"(30, 60, 30, 0)",front_15,8.01,0.12
"(30, 60, 30, 20)",front_13,7.88,0.12
"(30, 60, 30, 30)",back_8,8.31,0.13
"(30, 60, 30, 40)",back_3,8.85,0.13
"(30, 60, 30, 50)",back_3,8.93,0.13
"(30, 60, 30, 60)",back_3,9.33,0.13
"(30, 60, 30, 70)",front_7,9.21,0.13
"(30, 60, 30, 80)",front_7,9.47,0.13
"(30, 60, 30, 100)",back_15,9.79,0.13
"(30, 60, 30, 90)",back_15,9.29,0.13
"(30, 60, 40, 0)",front_13,7.79,0.12
"(30, 60, 40, 10)",back_2,7.67,0.12
"(30, 60, 40, 20)",front_7,7.73,0.12
"(30, 60, 40, 30)",back_6,8.98,0.13
"(30, 60, 40, 40)",back_3,8.07,0.12
"(30, 60, 40, 50)",back_3,9.33,0.13
"(30, 60, 40, 60)",back_3,8.01,0.12
"(30, 60, 40, 70)",back_3,8.61,0.13
"(30, 60, 40, 80)",back_3,8.92,0.13
"(30, 60, 40, 90)",back_15,9.03,0.13
"(30, 60, 40, 100)",back_15,9.16,0.13
"(30, 60, 50, 0)",back_9,7.31,0.12
"(30, 60, 50, 10)",back_3,8.99,0.13
"(30, 60, 50, 20)",back_10,9.14,0.13
"(30, 60, 50, 30)",back_6,8.58,0.13
"(30, 60, 50, 40)",back_3,7.36,0.12
"(30, 60, 50, 50)",back_3,8.52,0.13
"(30, 60, 50, 60)",front_10,8.35,0.13
"(30, 60, 50, 70)",back_3,8.45,0.12
"(30, 60, 50, 80)",back_15,8.16,0.12
"(30, 60, 50, 90)",back_15,8.71,0.13
"(30, 60, 50, 100)",back_15,8.99,0.13
"(30, 60, 60, 0)",back_8,6.84,0.12
"(30, 60, 60, 10)",back_3,8.95,0.13
"(30, 60, 60, 20)",back_10,8.84,0.13
"(30, 60, 60, 30)",back_6,8.71,0.13
"(30, 60, 60, 40)",back_8,7.86,0.13
"(30, 60, 60, 50)",back_3,8.43,0.13
"(30, 60, 60, 60)",front_10,8.91,0.13
"(30, 60, 60, 70)",front_10,7.87,0.12
"(30, 60, 60, 80)",back_15,8.44,0.12
"(30, 60, 60, 90)",back_15,7.97,0.12
"(30, 60, 60, 100)",back_15,8.39,0.12
"(30, 60, 70, 0)",back_2,7.45,0.12
"(30, 60, 70, 20)",back_10,8.83,0.13
"(30, 60, 70, 10)",back_3,9.25,0.13
"(30, 60, 70, 30)",back_6,8.68,0.13
"(30, 60, 70, 40)",back_8,7.51,0.12
"(30, 60, 70, 50)",front_10,7.67,0.12
"(30, 60, 70, 60)",front_10,7.46,0.12
"(30, 60, 70, 70)",front_10,7.36,0.12
"(30, 60, 70, 80)",back_3,7.82,0.12
"(30, 60, 70, 90)",back_15,7.85,0.12
"(30, 60, 70, 100)",back_15,8.45,0.12
"(30, 60, 80, 0)",back_8,7.86,0.12
"(30, 60, 80, 10)",back_10,7.71,0.12
"(30, 60, 80, 20)",back_10,8.29,0.13
"(30, 60, 80, 30)",back_6,8.13,0.12
"(30, 60, 80, 40)",back_8,7.89,0.12
"(30, 60, 80, 50)",front_10,8.47,0.13
"(30, 60, 80, 60)",back_3,7.69,0.12
"(30, 60, 80, 80)",back_6,7.51,0.12
"(30, 60, 80, 70)",front_10,7.8,0.12
"(30, 60, 80, 90)",back_15,8.32,0.12
"(30, 60, 90, 0)",back_8,6.73,0.12
"(30, 60, 80, 100)",back_3,8.54,0.13
"(30, 60, 90, 10)",back_3,7.35,0.12
"(30, 60, 90, 20)",front_11,7.3,0.12
"(30, 60, 90, 30)",front_11,8.43,0.13
"(30, 60, 90, 40)",back_8,7.89,0.12
"(30, 60, 90, 50)",front_10,8.81,0.13
"(30, 60, 90, 60)",back_8,7.55,0.12
"(30, 60, 90, 70)",back_8,7.37,0.12
"(30, 60, 90, 90)",back_3,8.18,0.12
"(30, 60, 90, 80)",back_3,7.8,0.12
"(30, 60, 90, 100)",back_3,7.73,0.12
"(30, 60, 100, 0)",back_8,5.93,0.11
"(30, 60, 100, 10)",back_2,6.67,0.11
"(30, 60, 100, 20)",front_10,7.53,0.12
"(30, 60, 100, 30)",front_11,8.25,0.13
"(30, 60, 100, 40)",back_6,7.85,0.12
"(30, 60, 100, 50)",front_10,8.22,0.12
"(30, 60, 100, 60)",front_10,8.19,0.12
"(30, 60, 100, 70)",back_8,7.37,0.12
"(30, 60, 100, 80)",back_3,7.39,0.12
"(30, 60, 100, 100)",back_3,8.96,0.13
"(30, 60, 100, 90)",back_3,8.67,0.13
"(30, 70, 0, 0)",back_3,8.23,0.12
"(30, 70, 0, 10)",back_5,7.14,0.12
"(30, 70, 0, 20)",back_5,9.82,0.13
"(30, 70, 0, 30)",back_5,9.51,0.13
"(30, 70, 0, 40)",back_5,9.99,0.13
"(30, 70, 0, 60)",back_5,11.64,0.14
"(30, 70, 0, 70)",back_5,9.91,0.13
"(30, 70, 0, 50)",back_5,10.38,0.13
"(30, 70, 0, 80)",back_5,9.17,0.13
"(30, 70, 0, 90)",back_5,8.47,0.12
"(30, 70, 0, 100)",front_9,8.36,0.13
"(30, 70, 10, 0)",back_8,7.8,0.12
"(30, 70, 10, 10)",back_1,9.22,0.13
"(30, 70, 10, 20)",back_5,9.36,0.13
"(30, 70, 10, 30)",back_5,10.5,0.14
"(30, 70, 10, 40)",back_5,9.47,0.13
"(30, 70, 10, 50)",back_5,9.83,0.13
"(30, 70, 10, 60)",back_5,11.22,0.14
"(30, 70, 10, 70)",back_5,10.3,0.13
"(30, 70, 10, 80)",back_5,10.31,0.13
"(30, 70, 10, 90)",back_15,9.14,0.13
"(30, 70, 10, 100)",front_7,10.03,0.13
"(30, 70, 20, 0)",back_8,7.87,0.12
"(30, 70, 20, 10)",back_1,7.31,0.12
"(30, 70, 20, 20)",back_5,8.66,0.13
"(30, 70, 20, 30)",back_3,8.48,0.13
"(30, 70, 20, 40)",back_3,9.05,0.13
"(30, 70, 20, 50)",back_3,8.67,0.13
"(30, 70, 20, 60)",back_3,9.09,0.13
"(30, 70, 20, 70)",back_3,9.15,0.13
"(30, 70, 20, 80)",back_5,10.33,0.13
"(30, 70, 20, 90)",front_7,9.79,0.13
"(30, 70, 20, 100)",back_15,9.63,0.13
"(30, 70, 30, 0)",back_3,6.77,0.11
"(30, 70, 30, 10)",front_13,6.98,0.12
"(30, 70, 30, 20)",back_3,8.29,0.12
"(30, 70, 30, 30)",back_3,9.06,0.13
"(30, 70, 30, 40)",back_3,8.73,0.13
"(30, 70, 30, 50)",back_3,8.16,0.12
"(30, 70, 30, 60)",back_3,8.83,0.13
"(30, 70, 30, 80)",front_7,9.25,0.13
"(30, 70, 30, 100)",back_15,9.28,0.13
"(30, 70, 30, 70)",back_3,9.12,0.13
"(30, 70, 30, 90)",front_7,8.79,0.13
"(30, 70, 40, 0)",front_13,7.5,0.12
"(30, 70, 40, 10)",front_13,6.35,0.11
"(30, 70, 40, 20)",front_7,8.32,0.12
"(30, 70, 40, 30)",back_6,8.67,0.13
"(30, 70, 40, 50)",back_3,8.0,0.12
"(30, 70, 40, 40)",back_3,8.56,0.13
"(30, 70, 40, 60)",back_3,8.75,0.13
"(30, 70, 40, 70)",back_3,9.33,0.13
"(30, 70, 40, 80)",back_3,8.74,0.13
"(30, 70, 40, 90)",back_3,8.7,0.13
"(30, 70, 40, 100)",back_15,9.02,0.13
"(30, 70, 50, 0)",back_8,7.36,0.12
"(30, 70, 50, 10)",back_2,6.82,0.11
"(30, 70, 50, 20)",back_3,7.79,0.12
"(30, 70, 50, 30)",back_3,7.87,0.12
"(30, 70, 50, 40)",back_6,8.06,0.12
"(30, 70, 50, 50)",back_3,8.47,0.13
"(30, 70, 50, 60)",back_3,8.21,0.12
"(30, 70, 50, 70)",back_3,8.18,0.12
"(30, 70, 50, 80)",back_3,8.61,0.13
"(30, 70, 50, 90)",back_15,8.48,0.12
"(30, 70, 50, 100)",back_15,9.0,0.13
"(30, 70, 60, 0)",back_9,8.32,0.12
"(30, 70, 60, 10)",back_3,9.14,0.13
"(30, 70, 60, 20)",back_10,9.96,0.14
"(30, 70, 60, 30)",back_3,8.08,0.12
"(30, 70, 60, 40)",back_8,7.91,0.13
"(30, 70, 60, 50)",back_3,8.63,0.13
"(30, 70, 60, 60)",front_10,8.47,0.13
"(30, 70, 60, 70)",front_10,8.27,0.12
"(30, 70, 60, 80)",back_15,7.93,0.12
"(30, 70, 60, 90)",front_4,7.65,0.12
"(30, 70, 60, 100)",back_15,8.71,0.13
"(30, 70, 70, 0)",back_8,6.82,0.12
"(30, 70, 70, 10)",back_2,8.27,0.12
"(30, 70, 70, 20)",back_10,9.2,0.13
"(30, 70, 70, 40)",back_5,8.02,0.12
"(30, 70, 70, 30)",back_6,8.31,0.13
"(30, 70, 70, 50)",back_3,8.24,0.12
"(30, 70, 70, 60)",back_3,8.48,0.13
"(30, 70, 70, 70)",front_10,8.48,0.13
"(30, 70, 70, 80)",front_10,7.44,0.12
"(30, 70, 70, 90)",front_4,7.89,0.12
"(30, 70, 70, 100)",back_15,8.61,0.13
"(30, 70, 80, 0)",back_8,6.9,0.12
"(30, 70, 80, 10)",back_3,7.94,0.12
"(30, 70, 80, 20)",back_10,8.88,0.13
"(30, 70, 80, 30)",back_6,8.52,0.13
"(30, 70, 80, 40)",back_6,8.65,0.13
"(30, 70, 80, 50)",front_10,7.58,0.12
"(30, 70, 80, 60)",front_10,7.63,0.12
"(30, 70, 80, 70)",front_10,7.5,0.12
"(30, 70, 80, 80)",front_10,7.36,0.12
"(30, 70, 80, 90)",back_3,7.65,0.12
"(30, 70, 80, 100)",back_3,8.38,0.13
"(30, 70, 90, 0)",back_8,7.84,0.12
"(30, 70, 90, 10)",back_2,7.32,0.12
"(30, 70, 90, 20)",back_10,9.16,0.13
"(30, 70, 90, 30)",back_6,8.13,0.12
"(30, 70, 90, 40)",back_6,8.74,0.13
"(30, 70, 90, 50)",front_11,7.45,0.12
"(30, 70, 90, 60)",back_8,7.47,0.12
"(30, 70, 90, 70)",back_3,7.44,0.12
"(30, 70, 90, 80)",front_10,7.45,0.12
"(30, 70, 90, 90)",back_3,7.67,0.12
"(30, 70, 90, 100)",back_3,8.12,0.12
"(30, 70, 100, 0)",back_4,5.61,0.1
"(30, 70, 100, 10)",back_2,6.93,0.11
"(30, 70, 100, 20)",back_2,7.57,0.12
"(30, 70, 100, 30)",front_10,8.26,0.12
"(30, 70, 100, 40)",back_6,8.52,0.13
"(30, 70, 100, 50)",back_8,7.54,0.12
"(30, 70, 100, 60)",front_10,8.47,0.13
"(30, 70, 100, 70)",back_8,8.09,0.13
"(30, 70, 100, 80)",back_3,7.34,0.12
"(30, 70, 100, 90)",back_3,7.8,0.12
"(30, 70, 100, 100)",back_3,8.18,0.12
"(30, 80, 0, 0)",back_3,8.74,0.12
"(30, 80, 0, 10)",front_15,7.42,0.12
"(30, 80, 0, 20)",back_3,8.93,0.13
"(30, 80, 0, 30)",back_5,9.61,0.13
"(30, 80, 0, 50)",back_8,8.96,0.13
"(30, 80, 0, 40)",back_5,9.45,0.13
"(30, 80, 0, 60)",back_5,11.24,0.14
"(30, 80, 0, 70)",back_5,11.48,0.14
"(30, 80, 0, 80)",back_5,9.91,0.13
"(30, 80, 0, 90)",back_5,10.28,0.13
"(30, 80, 0, 100)",front_7,8.61,0.12
"(30, 80, 10, 0)",back_8,8.2,0.12
"(30, 80, 10, 10)",back_1,8.09,0.12
"(30, 80, 10, 20)",back_5,9.32,0.13
"(30, 80, 10, 30)",back_5,9.35,0.13
"(30, 80, 10, 40)",back_5,10.27,0.13
"(30, 80, 10, 50)",back_5,9.77,0.13
"(30, 80, 10, 60)",back_5,10.03,0.13
"(30, 80, 10, 70)",back_5,10.63,0.14
"(30, 80, 10, 80)",back_5,10.97,0.14
"(30, 80, 10, 90)",back_5,10.09,0.13
"(30, 80, 10, 100)",back_15,9.07,0.13
"(30, 80, 20, 0)",back_8,7.95,0.12
"(30, 80, 20, 10)",back_1,7.85,0.12
"(30, 80, 20, 20)",back_5,8.87,0.13
"(30, 80, 20, 30)",back_3,9.09,0.13
"(30, 80, 20, 40)",back_3,9.31,0.13
"(30, 80, 20, 50)",back_5,8.83,0.13
"(30, 80, 20, 60)",back_3,9.24,0.13
"(30, 80, 20, 70)",back_5,9.15,0.13
"(30, 80, 20, 80)",back_5,9.1,0.13
"(30, 80, 20, 90)",back_5,10.4,0.14
"(30, 80, 30, 0)",back_8,8.27,0.13
"(30, 80, 20, 100)",front_7,9.75,0.13
"(30, 80, 30, 10)",back_1,7.29,0.12
"(30, 80, 30, 20)",back_2,8.19,0.12
"(30, 80, 30, 40)",back_4,8.83,0.13
"(30, 80, 30, 30)",back_2,8.74,0.12
"(30, 80, 30, 50)",back_3,8.81,0.13
"(30, 80, 30, 70)",back_3,9.33,0.13
"(30, 80, 30, 60)",back_3,9.06,0.13
"(30, 80, 30, 80)",back_3,9.12,0.13
"(30, 80, 30, 90)",back_3,8.98,0.13
"(30, 80, 40, 0)",front_15,7.01,0.12
"(30, 80, 30, 100)",back_15,9.14,0.13
"(30, 80, 40, 10)",front_10,6.31,0.11
"(30, 80, 40, 20)",back_3,7.96,0.12
"(30, 80, 40, 30)",back_2,8.51,0.12
"(30, 80, 40, 40)",back_8,8.57,0.13
"(30, 80, 40, 50)",back_3,8.49,0.13
"(30, 80, 40, 60)",back_3,9.49,0.13
"(30, 80, 40, 70)",back_3,8.75,0.13
"(30, 80, 40, 80)",back_3,9.49,0.13
"(30, 80, 40, 90)",front_7,8.84,0.13
"(30, 80, 40, 100)",back_3,8.75,0.13
"(30, 80, 50, 0)",front_13,8.04,0.12
"(30, 80, 50, 10)",back_6,5.88,0.11
"(30, 80, 50, 30)",back_3,8.26,0.12
"(30, 80, 50, 20)",front_7,7.92,0.12
"(30, 80, 50, 40)",back_8,8.53,0.13
"(30, 80, 50, 50)",back_3,8.49,0.13
"(30, 80, 50, 60)",back_3,9.07,0.13
"(30, 80, 50, 70)",back_3,9.02,0.13
"(30, 80, 50, 80)",back_3,8.91,0.13
"(30, 80, 50, 100)",back_3,8.63,0.13
"(30, 80, 50, 90)",back_3,8.74,0.13
"(30, 80, 60, 0)",back_8,7.02,0.12
"(30, 80, 60, 10)",back_3,6.76,0.11
"(30, 80, 60, 20)",back_3,8.3,0.12
"(30, 80, 60, 30)",back_3,7.76,0.12
"(30, 80, 60, 40)",back_6,8.7,0.13
"(30, 80, 60, 50)",front_12,8.34,0.13
"(30, 80, 60, 60)",back_3,9.03,0.13
"(30, 80, 60, 70)",back_3,8.67,0.13
"(30, 80, 60, 80)",back_3,7.94,0.12
"(30, 80, 60, 90)",back_3,8.53,0.13
"(30, 80, 60, 100)",front_7,7.95,0.12
"(30, 80, 70, 0)",back_9,7.59,0.12
"(30, 80, 70, 10)",back_3,7.59,0.12
"(30, 80, 70, 20)",back_3,8.88,0.13
"(30, 80, 70, 30)",back_3,8.48,0.12
"(30, 80, 70, 50)",back_8,7.47,0.12
"(30, 80, 70, 40)",back_6,8.85,0.13
"(30, 80, 70, 60)",back_3,9.13,0.13
"(30, 80, 70, 70)",front_10,8.27,0.13
"(30, 80, 70, 80)",front_10,7.9,0.12
"(30, 80, 70, 90)",back_15,7.65,0.12
"(30, 80, 70, 100)",front_4,7.71,0.12
"(30, 80, 80, 0)",back_8,7.01,0.12
"(30, 80, 80, 10)",back_2,7.08,0.11
"(30, 80, 80, 20)",back_3,9.06,0.13
"(30, 80, 80, 30)",back_6,8.44,0.13
"(30, 80, 80, 40)",back_6,8.35,0.13
"(30, 80, 80, 50)",back_3,7.83,0.12
"(30, 80, 80, 60)",back_3,8.78,0.13
"(30, 80, 80, 70)",front_10,8.19,0.12
"(30, 80, 80, 80)",front_10,8.02,0.12
"(30, 80, 80, 90)",back_9,7.45,0.12
"(30, 80, 80, 100)",back_15,7.52,0.12
"(30, 80, 90, 0)",back_8,7.07,0.12
"(30, 80, 90, 10)",back_3,7.47,0.12
"(30, 80, 90, 20)",back_10,8.67,0.13
"(30, 80, 90, 30)",back_6,8.18,0.12
"(30, 80, 90, 40)",back_6,8.5,0.13
"(30, 80, 90, 50)",back_6,7.53,0.12
"(30, 80, 90, 60)",front_10,7.75,0.12
"(30, 80, 90, 70)",front_10,7.63,0.12
"(30, 80, 90, 80)",front_10,7.5,0.12
"(30, 80, 90, 90)",front_10,7.23,0.12
"(30, 80, 90, 100)",back_3,7.4,0.12
"(30, 80, 100, 0)",back_8,7.79,0.12
"(30, 80, 100, 10)",back_2,7.08,0.11
"(30, 80, 100, 20)",back_10,7.76,0.12
"(30, 80, 100, 30)",back_6,8.24,0.13
"(30, 80, 100, 40)",back_6,8.29,0.13
"(30, 80, 100, 50)",back_6,7.63,0.12
"(30, 80, 100, 60)",front_10,8.02,0.12
"(30, 80, 100, 70)",front_10,7.37,0.12
"(30, 80, 100, 80)",back_8,7.2,0.12
"(30, 80, 100, 90)",front_10,7.45,0.12
"(30, 80, 100, 100)",back_3,7.67,0.12
"(30, 90, 0, 0)",back_3,8.74,0.12
"(30, 90, 0, 10)",back_5,8.82,0.13
"(30, 90, 0, 20)",back_3,9.01,0.13
"(30, 90, 0, 30)",back_3,8.49,0.13
"(30, 90, 0, 40)",back_5,9.45,0.13
"(30, 90, 0, 50)",back_5,10.52,0.14
"(30, 90, 0, 70)",back_5,11.12,0.14
"(30, 90, 0, 60)",back_5,10.92,0.14
"(30, 90, 0, 80)",back_5,11.44,0.14
"(30, 90, 0, 90)",back_4,10.59,0.14
"(30, 90, 0, 100)",back_5,9.19,0.13
"(30, 90, 10, 0)",back_8,8.2,0.12
"(30, 90, 10, 10)",back_6,9.15,0.13
"(30, 90, 10, 20)",back_5,8.09,0.12
"(30, 90, 10, 30)",back_5,8.86,0.13
"(30, 90, 10, 40)",back_5,9.18,0.13
"(30, 90, 10, 50)",back_5,10.25,0.13
"(30, 90, 10, 60)",back_5,9.77,0.13
"(30, 90, 10, 70)",back_5,11.29,0.14
"(30, 90, 10, 80)",back_5,10.49,0.14
"(30, 90, 10, 90)",back_5,10.44,0.14
